LoanRange,BusinessName,Address,City,State,Zip,NAICSCode,BusinessType,RaceEthnicity,Gender,Veteran,NonProfit,JobsRetained,DateApproved,Lender,CD
"d $350,000-1 million",TEMPO INC,3300 MAPLE VALLEY HWY,RENTON,WA,98058,722513,Subchapter S Corporation,,,,,0,4/10/2020,,
"d $350,000-1 million",TENNIS CENTER SAND POINT LLC,7135 Sportsfield Drive NE 0.0,SEATTLE,WA,98115,713940,Limited  Liability Company(LLC),,,,,45,4/11/2020,,
"d $350,000-1 million",TERAWE CORPORATION,117 11th Ave,KIRKLAND,WA,98033,541511,Corporation,,,,,10,5/1/2020,,
"d $350,000-1 million","TERCOM CONSTRUCTION, INC.",9712 Waller Rd E PO Box 44623,TACOMA,WA,98446,238910,Corporation,,,,,38,4/28/2020,,
"d $350,000-1 million",TERRA ASSOCIATES INC,12220 - 113TH AVENUE NE SUITE 130,KIRKLAND,WA,98034,541330,Corporation,,,,,0,5/16/2020,,
"d $350,000-1 million","TERRA DYNAMICS, INC",34721 W VALLEY HWY S,AUBURN,WA,98001,237310,Corporation,,,,,34,4/13/2020,,
"d $350,000-1 million","TERRA PLATA, LLC",1501 Melrose Ave,SEATTLE,WA,98122,722511,Limited  Liability Company(LLC),,,,,38,4/27/2020,,
"d $350,000-1 million",TERRACLEAR INC,1921 107TH AVE SE,BELLEVUE,WA,98004,541990,Corporation,,,,,24,4/9/2020,,
"d $350,000-1 million","TERRANE, INC.","10801 Main Street, Suite 102",BELLEVUE,WA,98004,541370,Corporation,,,,,0,4/27/2020,,
"d $350,000-1 million",TERRELL MARSHALL LAW GROUP. PLLC,936 N 34th St. Ste 300,SEATTLE,WA,98103,541110,Limited  Liability Company(LLC),,,,,25,4/6/2020,,
"d $350,000-1 million","TERRENE CLEARINGHOUSE, LLC",2630 116th Ave suite 200,BELLEVUE,WA,98004,236117,Corporation,,,,,,4/15/2020,,
"d $350,000-1 million","TERRY AND TAMMY JACOBSEN, INC.",10105 Airport Way,SNOHOMISH,WA,98296,531110,Corporation,,,,,47,4/7/2020,,
"d $350,000-1 million","TERRY AVE RESTAURANTS, INC.",310 Terry Ave N.,SEATTLE,WA,98109,722511,Subchapter S Corporation,,,,,92,4/12/2020,,
"d $350,000-1 million",TERRY'S DAIRY INC.,2382 North Hwy,COLVILLE,WA,99114,424430,Subchapter S Corporation,,,,,,4/28/2020,,
"d $350,000-1 million","TERRY'S TRUCK CENTER, INC.",6706 E. MISSION AVE,SPOKANE VALLEY,WA,99212,333924,Corporation,,,,,42,4/15/2020,,
"d $350,000-1 million",TETHER INC,316 Occidental Ave S #400,SEATTLE,WA,98104,541810,Corporation,,,,,0,4/27/2020,,
"d $350,000-1 million",TEXAS DE BRAZIL (TACOMA) CORPORATION,"4502 South Steele St, Suite 1340A",TACOMA,WA,98409,722511,Corporation,,,,,46,4/27/2020,,
"d $350,000-1 million",TFI TELEMARK INC,1801 SE Commerce Ave,BATTLE GROUND,WA,98604,334413,Corporation,,,,,30,5/3/2020,,
"d $350,000-1 million",THAEMERT FARMS LLC,5117 Road Q SW,QUINCY,WA,98848,111211,Limited  Liability Company(LLC),,,,,36,4/14/2020,,
"d $350,000-1 million","THAI BAMBOO RESTAURANT, L.L.C.",5406 N Division,SPOKANE,WA,99207,722513,Limited  Liability Company(LLC),,,,,60,4/28/2020,,
"d $350,000-1 million","THAI GINGER RESTAURANTS, INC.",4144 148th Avenue N.E.,REDMOND,WA,98052,722511,Corporation,,,,,0,4/28/2020,,
"d $350,000-1 million",THE A K GROUP,11000 NE 33rd PL Suite 100,BELLEVUE,WA,98004,523930,Subchapter S Corporation,,,,,17,4/27/2020,,
"d $350,000-1 million",THE A TEAM HOLDINGS LLC,4700 36th Avenue Southwest,SEATTLE,WA,98126,453998,Sole Proprietorship,,,,,48,4/14/2020,,
"d $350,000-1 million",THE ARNOLD GROUP LLC,"3240 Eastlake Avenue E, Ste 200",SEATTLE,WA,98102,541611,Corporation,,,,,21,5/1/2020,,
"d $350,000-1 million","THE BERGER PARTNERSHIP, P.S.",1927 POST ALY,SEATTLE,WA,98101,541320,Corporation,,,,,24,4/28/2020,,
"d $350,000-1 million",THE BERTSCHI SCHOOL,2227 10TH AVE E,SEATTLE,WA,98102,611110,Non-Profit Organization,,,,,,4/16/2020,,
"d $350,000-1 million",THE BLOEDEL RESERVE,7571 NE Dolphin Drive,BAINBRIDGE ISLAND,WA,98110,813410,Corporation,,,,,43,4/27/2020,,
"d $350,000-1 million",THE BLUELINE GROUP,"25 Central Way, Suite 400",KIRKLAND,WA,98033,541330,Limited  Liability Company(LLC),,,,,54,4/12/2020,,
"d $350,000-1 million",THE CAREY COMPANY,3204 Fruitvale Blvd,YAKIMA,WA,98902,441228,Corporation,,,,,0,4/10/2020,,
"d $350,000-1 million",THE CHEMITHON CORPORATION,5430 MARGINAL WAY SW,SEATTLE,WA,98106,333249,Corporation,,,,,45,5/3/2020,,
"d $350,000-1 million","THE CITY CATERING COMPANY, INC.",509 Dexter Avenue North,SEATTLE,WA,98109,722320,Corporation,,,,,70,4/10/2020,,
"d $350,000-1 million",THE COFFEE OASIS,837 4TH ST,BREMERTON,WA,98337,722511,Non-Profit Organization,,,,,64,4/27/2020,,
"d $350,000-1 million",THE COMPHY CO.,7034 PORTAL WAY #110,FERNDALE,WA,98248,423220,Corporation,,,,,36,4/30/2020,,
"d $350,000-1 million","THE COMPUTER HAUS NC, INC. DBA CITY MAC OR GREENVAULT",2551 ROEDER AVE,BELLINGHAM,WA,98225,811212,Subchapter S Corporation,,,,,62,5/1/2020,,
"d $350,000-1 million","THE CONNER HOMES GROUP, LLC",12600 SE 38TH ST ste 250,BELLEVUE,WA,98006,531210,Limited  Liability Company(LLC),,,,,39,4/14/2020,,
"d $350,000-1 million",THE CONSOLIDATED BOROUGH OF QUIL CEDA VILLAGE DBA QCV BUSINESS ENTERPRISES,2501 88th Street NE,MARYSVILLE,WA,98271,445310,Corporation,,,,,,6/29/2020,,
"d $350,000-1 million",THE CORUM GROUP,19805 NORTH CREEK PARKWAY SUITE 300,BOTHELL,WA,98011,541611,Corporation,,,,,,5/3/2020,,
"d $350,000-1 million","THE CRESSY DOOR COMPANY, INC.",PO Box 55549,SEATTLE,WA,98155,238350,Subchapter S Corporation,,,,,58,4/12/2020,,
"d $350,000-1 million","THE DALLES FRUIT COMPANY, LLC",1111 River Rd,YAKIMA,WA,98902,115114,Limited  Liability Company(LLC),,,,,7,4/14/2020,,
"d $350,000-1 million",THE DOTY GROUP PS,"1102 BROADWAY, Ste 400",TACOMA,WA,98402,541211,Subchapter S Corporation,,,,,0,4/10/2020,,
"d $350,000-1 million","THE EASTSIDE ENDOSCOPY CENTER, LLC",3209 S 23rd St,TACOMA,WA,98405,621493,Limited  Liability Company(LLC),,,,,28,4/15/2020,,
"d $350,000-1 million",THE FARRIS CORPORATION,12125 HARBOUR REACH DR STE 200,MUKILTEO,WA,98275,238390,Corporation,,,,,49,4/15/2020,,
"d $350,000-1 million","THE FINEST ACCESSORIES, INC",349 E 3rd St,NORTH BEND,WA,98045,448150,Subchapter S Corporation,,,,,47,4/13/2020,,
"d $350,000-1 million",THE FOOD CO-OP,414 KEARNEY ST,PORT TOWNSEND,WA,98368,445110,Corporation,,,,,81,4/27/2020,,
"d $350,000-1 million",THE FRANKLIN ACADEMY,1509 E VICTOR ST,BELLINGHAM,WA,98225,611110,Non-Profit Organization,,,,,,4/10/2020,,
"d $350,000-1 million",THE FRYE ART MUSEUM,704 TERRY AVE,SEATTLE,WA,98104,712110,Non-Profit Organization,,,,,38,4/28/2020,,
"d $350,000-1 million",THE GENERAL STORE INC,DIVISION ST,SPOKANE,WA,99207,452319,Subchapter S Corporation,,,,,0,4/7/2020,,
"d $350,000-1 million",THE GLAZERS LLC,7525 SE 24TH ST STE 310,MERCER ISLAND,WA,98040,813410,Limited  Liability Company(LLC),,,,,26,5/3/2020,,
"d $350,000-1 million",THE GOTTMAN INSTITUTE,2101 4TH AVE STE 1750,SEATTLE,WA,98121,611699,Corporation,,,,,31,5/3/2020,,
"d $350,000-1 million",THE GREATER TACOMA COMMUNITY FOUNDATION,950 PACIFIC AVE Ste 1100,TACOMA,WA,98402,813211,Non-Profit Organization,,,,,19,4/11/2020,,
"d $350,000-1 million","THE HARTMAN GROUP, INC.",3150 RICHARDS RD Suite 200,BELLEVUE,WA,98005,541611,Subchapter S Corporation,,,,,0,4/9/2020,,
"d $350,000-1 million",THE HEALING LODGE OF THE SEVEN NATIONS,5600 E 8TH AVE,SPOKANE VALLEY,WA,99212,623210,Non-Profit Organization,,,,,76,4/30/2020,,
"d $350,000-1 million",THE HIGHLAND PARTNERSHIP,PO Box 1706,WENATCHEE,WA,98807,111331,Partnership,,,,,65,4/28/2020,,
"d $350,000-1 million","THE HOTEL GROUP HOLDINGS, LLC",201 5th Ave.,EDMONDS,WA,98020,721110,Limited  Liability Company(LLC),,,,,34,4/7/2020,,
"d $350,000-1 million",THE HUMANE SOCIETY FOR TACOMA AND PIERCE COUNTY,2608 CENTER ST,TACOMA,WA,98409,812910,Non-Profit Organization,,,,,63,4/11/2020,,
"d $350,000-1 million",THE IDEA WORKS LLC,524 2nd Ave.,SEATTLE,WA,98104,561990,Limited  Liability Company(LLC),,,,,35,4/12/2020,,
"d $350,000-1 million","THE IFH GROUP WEST, LLC",17301 51ST AVE NE,ARLINGTON,WA,98223,332439,Limited  Liability Company(LLC),,,,,79,4/4/2020,,
"d $350,000-1 million",THE INLANDER,1227 W SUMMIT PKWY,SPOKANE,WA,99201,711510,Subchapter S Corporation,,,,,0,4/7/2020,,
"d $350,000-1 million",THE INSLEY ORGANIZATION LLC,15510 Woodinville Redmond Rd #E200,WOODINVILLE,WA,98072,453310,Limited  Liability Company(LLC),,,,,45,4/27/2020,,
"d $350,000-1 million",THE INTELITECH GROUP,4800 NW Camas Meadows Dr. #220,CAMAS,WA,98607,541511,Corporation,,,,,0,5/1/2020,,
"d $350,000-1 million",THE INTERPROSE CORPORATION,201 NE Park Plaza Dr Ste 170,VANCOUVER,WA,98684,541511,Corporation,,,,,20,4/10/2020,,
"d $350,000-1 million",THE ISOLA GROUP LLC,"13555 SE 36TH ST., STE. 320",BELLEVUE,WA,98006,236115,Limited  Liability Company(LLC),,,,,25,4/5/2020,,
"d $350,000-1 million",THE KUGEL CORPORATION,1722 BISHOP RD,CHEHALIS,WA,98532,236220,Subchapter S Corporation,,,,,34,4/8/2020,,
"d $350,000-1 million","THE LINCOLN CREEK LUMBER COMPANY, INC",1621 HARRISON AVE,CENTRALIA,WA,98531,423310,Corporation,,,,,99,4/14/2020,,
"d $350,000-1 million","THE LITTLE COMPANY, INC.",1813 S 13TH AVE,KELSO,WA,98626,624410,Subchapter S Corporation,,,,,150,4/27/2020,,
"d $350,000-1 million",THE LITTLE SCHOOL,2812 116TH AVE NE,BELLEVUE,WA,98004,611110,Non-Profit Childcare Center,,,,,0,4/7/2020,,
"d $350,000-1 million",THE LUCKY DOG,19330 N US Highway 101,SKOKOMISH NATION,WA,98584,713210,Corporation,,,,,,4/27/2020,,
"d $350,000-1 million",THE MAIL ADVERTSG BUREAU INC,21319 68th Ave S,KENT,WA,98032,541860,Corporation,,,,,,4/28/2020,,
"d $350,000-1 million","THE MANSION OPERATIONS, LLC",201 NE Park Plaza Dr. Suite 105,VANCOUVER,WA,98684,623312,Limited  Liability Company(LLC),,,,,85,4/15/2020,,
"d $350,000-1 million",THE MCKINNEY GROUP INC.,2700 E Madison St,SEATTLE,WA,98112,236116,Corporation,,,,,18,4/28/2020,,
"d $350,000-1 million",THE MERIDIAN SCHOOL,"4649 Sunnyside Ave N, #242",SEATTLE,WA,98103,611110,Corporation,,,,,60,4/10/2020,,
"d $350,000-1 million",THE MOUNTAINEERS,7700 Sandpoint Way NE,SEATTLE,WA,98115,611620,Professional Association,,,,,0,4/14/2020,,
"d $350,000-1 million",THE NATIONAL BUREAU OF ASIAN RESEARCH,1414 NE 42ND ST SUITE 300,SEATTLE,WA,98105,541720,Non-Profit Organization,,,,,29,4/28/2020,,
"d $350,000-1 million","THE NEW ROYAL BLUFF ORCHARDS, LLC",8568 Rd 14 SW,ROYAL CITY,WA,99357,111331,Limited  Liability Company(LLC),,,,,,4/15/2020,,
"d $350,000-1 million",THE NW CLEARWATER GROUP,18130 SE 41ST LN,BELLEVUE,WA,98008,999990,Corporation,,,,,0,4/28/2020,,
"d $350,000-1 million",THE PALLET PLACE INC,10315 E Buckeye Lane,SPOKANE,WA,99206,423830,Subchapter S Corporation,,,,,0,4/28/2020,,
"d $350,000-1 million",THE PIERCE COUNTY AIDS FOUNDATION,3009 S 40TH ST,TACOMA,WA,98409,813410,Non-Profit Organization,,,,,40,4/14/2020,,
"d $350,000-1 million",THE PIZZA PIPELINE INCORPORATED,3633 E Sanson,SPOKANE,WA,99217,722513,Corporation,,,,,143,4/13/2020,,
"d $350,000-1 million",THE PIZZA SPECIALIST INC.,2705 LIMITED LN NW Ste C,OLYMPIA,WA,98502,722511,Corporation,,,,,0,4/13/2020,,
"d $350,000-1 million",THE PLUMBING & DRAIN COMPANY LLC,926 96th St E,TACOMA,WA,98445,238220,Limited  Liability Company(LLC),,,,,0,4/3/2020,,
"d $350,000-1 million",THE POOL COMPANY INC,3077 20th Street East Suite D,FIFE,WA,98424,453998,Sole Proprietorship,,,,,36,4/14/2020,,
"d $350,000-1 million","THE PRODUCTION NETWORK, INC.",2 Nickerson Street,SEATTLE,WA,98109,541613,Corporation,,,,,38,4/13/2020,,
"d $350,000-1 million",THE PROGRESS HOUSE ASSOCIATION,5601 6th AVe,TACOMA,WA,98406,813410,Non-Profit Organization,,,,,65,4/13/2020,,
"d $350,000-1 million",THE RESCUE MISSION,425 South Tacoma Way,TACOMA,WA,98402,624190,Non-Profit Organization,,,,,85,4/11/2020,,
"d $350,000-1 million",THE RETIREMENT SOLUTION,"18300 Redmond Way, Ste. 250",REDMOND,WA,98052,523930,Corporation,,,,,,4/28/2020,,
"d $350,000-1 million",THE RILEY GROUP INC,17522 BOTHELL WAY Northeast,BOTHELL,WA,98011,541330,Corporation,,,,,0,4/6/2020,,
"d $350,000-1 million","THE SALCIDO CONNECTION, INC.",615 C-1 N Wenatchee Ave,WENATCHEE,WA,98801,238220,Corporation,,,,,0,4/7/2020,,
"d $350,000-1 million","THE SAMMAMISH MONTESSORI SCHOOL, INC.",7655 178th Place NE,REDMOND,WA,98052,624410,Subchapter S Corporation,,,,,57,4/13/2020,,
"d $350,000-1 million",THE SEATTLE SCHOOL OF THEOLOGY & PSYCHOLOGY,2501 Elliott Avenue,SEATTLE,WA,98121,611699,Non-Profit Organization,,,,,72,4/27/2020,,
"d $350,000-1 million",THE SODA SHOP INC,2233 6th Ave South,SEATTLE,WA,98112,493110,Corporation,,,,,57,4/10/2020,,
"d $350,000-1 million","THE SOFTWARE REVOLUTION, INCORPORATED","11410 NE 122nd Way, Suite 105",KIRKLAND,WA,98034,541511,Corporation,,,,,25,6/8/2020,,
"d $350,000-1 million",THE SORRENTO HOTEL PARTNERSHIP,900 MADISON ST,SEATTLE,WA,98104,721110,Partnership,,,,,0,4/6/2020,,
"d $350,000-1 million",THE STAGEPLAN INC.,1101 BATTERSBY AVE,ENUMCLAW,WA,98022,337215,Corporation,,,,,39,4/11/2020,,
"d $350,000-1 million","THE STUB FARLOW COMPANY, LLC",401 EAST  25TH ST SUITE H,TACOMA,WA,98421,488190,Limited  Liability Company(LLC),,,,,0,4/6/2020,,
"d $350,000-1 million",THE SUMMIT AT FIRST HILL,1200 University Street 0.0,SEATTLE,WA,98101,623312,Non-Profit Organization,,,,,156,4/13/2020,,
"d $350,000-1 million","THE TACTICAL TAILOR, INC.",2916 107TH ST S,LAKEWOOD,WA,98499,315280,Subchapter S Corporation,,,,,62,4/11/2020,,
"d $350,000-1 million",THE TOTAL PACKAGE LOGISTICS LLC,19608 142ND ST E,BONNEY LAKE,WA,98391,484220,Limited  Liability Company(LLC),,,,,74,4/9/2020,,
"d $350,000-1 million",THE TREFTZ CORPORATION,22125 17th Ave. SE #117,BOTHELL,WA,98021,561710,Subchapter S Corporation,,,,,22,4/29/2020,,
"d $350,000-1 million","THE WAPATO POINT MANAGEMENT COMPANY, INC.",901 5th Ave Ste 550,SEATTLE,WA,98164,531110,Corporation,,,,,79,4/10/2020,,
"d $350,000-1 million",THE WATERSHED COMPANY,750 6th Street South,KIRKLAND,WA,98033,541620,Corporation,,,,,0,4/27/2020,,
"d $350,000-1 million",THE WESTMINSTER CHAPEL OF BELLEVUE INC,13646 NE 24th St,BELLEVUE,WA,98005,813110,Non-Profit Organization,,,,,64,4/12/2020,,
"d $350,000-1 million",THE WILKINSON CORP.,212 N Naches Ave,YAKIMA,WA,98901,531311,Subchapter S Corporation,,,,,23,4/12/2020,,
"d $350,000-1 million",THE YOUNG MEN'S CHRISTIAN ASSOCIATION OF GRAYS HARBOR,2500 SIMPSON AVE,HOQUIAM,WA,98550,813410,Non-Profit Organization,,,,,0,4/8/2020,,
"d $350,000-1 million","THERMAL HYDRA PLASTICS, LLC",PO Box 2140,WOODINVILLE,WA,98072,326191,Limited  Liability Company(LLC),,,,,69,4/12/2020,,
"d $350,000-1 million","THERMALINE, INC",1531 14TH ST NW,AUBURN,WA,98001,333318,Corporation,,,,,39,4/15/2020,,
"d $350,000-1 million",THERMETRICS LLC,4220 24th Ave W,SEATTLE,WA,98199,339999,Limited  Liability Company(LLC),,,,,29,4/28/2020,,
"d $350,000-1 million",THESTRATFORD COMPANY LLC,18605 17TH AVE NW,SHORELINE,WA,98177,531210,Limited  Liability Company(LLC),,,,,67,4/7/2020,,
"d $350,000-1 million",THINC WORLD WIDE INC.,22469 SE 297TH ST,BLACK DIAMOND,WA,98010,541410,Subchapter S Corporation,,,,,20,5/1/2020,,
"d $350,000-1 million",THIRA HEALTH,400 - 108th Ave NE; Suite 700,BELLEVUE,WA,98004,621420,Limited  Liability Company(LLC),,,,,0,4/27/2020,,
"d $350,000-1 million",THIRTY THREE OAKS LLC,400  33RD ST,VANCOUVER,WA,98663,623110,Limited  Liability Company(LLC),,,,,0,4/15/2020,,
"d $350,000-1 million","THOMAS HAMMER COFFEE ROASTING COMPANY, INC.",210 W. Pacific Ave.,SPOKANE,WA,99201,311920,Subchapter S Corporation,,,,,0,4/28/2020,,
"d $350,000-1 million",THOMAS MACHINE & FOUNDRY INC,13100 41st Ave NE,MARYSVILLE,WA,98271,331524,Corporation,,,,,0,4/13/2020,,
"d $350,000-1 million","THOMAS MOTORS, INC.",5101 AUTO CENTER BLVD,BREMERTON,WA,98312,441110,Corporation,,,,,61,4/28/2020,,
"d $350,000-1 million","THOMASWERKS, INC",4216 6TH AVE NW,SEATTLE,WA,98107,236118,Corporation,,,,,37,4/30/2020,,
"d $350,000-1 million",THOMCO CONST. INC.,13600 44th Street NE,LAKE STEVENS,WA,98258,237310,Subchapter S Corporation,,,,,56,4/14/2020,,
"d $350,000-1 million","THOMPSON BROS. EXCAVATING, INC.",18211 NE FOURTH PLAIN RD,VANCOUVER,WA,98682,238910,Corporation,,,,,45,4/7/2020,,
"d $350,000-1 million","THOMPSON MOTORSPORTS, INC",2350 136th Pl NE,BELLEVUE,WA,98005,441228,Corporation,,,,,38,4/11/2020,,
"d $350,000-1 million",THREDCO LLC,22029 23rd Dr SE Ste 105,BOTHELL,WA,98021,532289,Corporation,,,,,0,4/29/2020,,
"d $350,000-1 million","THREE RIVERS CHRISTIAN SCHOOL, INC.",2610 OCEAN BEACH HWY,LONGVIEW,WA,98632,611110,Non-Profit Organization,,,,,0,4/11/2020,,
"d $350,000-1 million",THREE RIVERS FAMILY MEDICINE PSC,945 GOETHALS DR Ste 300,RICHLAND,WA,99352,621111,Subchapter S Corporation,,,,,0,4/8/2020,,
"d $350,000-1 million",THREE SIGMA MANUFACTURING INC,22604 58th Pl South,KENT,WA,98032,332999,Subchapter S Corporation,,,,,31,4/27/2020,,
"d $350,000-1 million","THREE TREE ROOFING COMPANY, LLC",6624 S 196TH ST Suite U104,KENT,WA,98032,238160,Limited  Liability Company(LLC),,,,,29,4/28/2020,,
"d $350,000-1 million",THRESHOLD COMMUNICATIONS INC,7345 164TH AVE NE STE 145-245,REDMOND,WA,98052,517410,Subchapter S Corporation,,,,,20,4/30/2020,,
"d $350,000-1 million","THRU TUBING SYSTEMS, INC",30990 E LAKE MORTON DRIVE SE,KENT,WA,98042,213112,Corporation,,,,,38,4/15/2020,,
"d $350,000-1 million",THUNDERBIRD TRADING POST,7121 WALLER RD E,TACOMA,WA,98443,445120,Corporation,,,,,,4/30/2020,,
"d $350,000-1 million",THURSTON COUNTY TITLE CO.,105 8TH AVE SE,OLYMPIA,WA,98501,524298,Subchapter S Corporation,,,,,0,4/30/2020,,
"d $350,000-1 million","TIETON VILLAGE DRUG, INC",3708 TIETON DR,YAKIMA,WA,98902,446110,Corporation,,,,,35,4/30/2020,,
"d $350,000-1 million",TIGERSTOP LLC,12909 NE 95th ST,VANCOUVER,WA,98682,423390,Limited  Liability Company(LLC),,,,,42,4/30/2020,,
"d $350,000-1 million","TIM HINES ENTERPRISES, INC",4707 W CLEARWATER AVE,KENNEWICK,WA,99336,722513,Corporation,,,,,63,4/6/2020,,
"d $350,000-1 million",TIM RYAN CONSTRUCTION INC,19307 8th Avenue NE Suite A,POULSBO,WA,98370,236220,Corporation,,,,,0,4/6/2020,,
"d $350,000-1 million",TIMBER IT CONSULTING LLC,7342 40th Ave SW,SEATTLE,WA,98136,541512,Subchapter S Corporation,,,,,22,4/30/2020,,
"d $350,000-1 million",TIMBERLAKE CHRISTIAN FELLOWSHIP,4505 236th Ave NE,REDMOND,WA,98053,813110,Non-Profit Organization,,,,,109,4/16/2020,,
"d $350,000-1 million","TINYHR, INC.",18 W. MERCER ST,SEATTLE,WA,98119,541612,Corporation,,,,,34,4/5/2020,,
"d $350,000-1 million","TIRE CENTERS, INC.",1710 S 1st St.,YAKIMA,WA,98901,441320,Corporation,,,,,45,4/14/2020,,
"d $350,000-1 million",TIRES TO YOU INC.,2737 78th Ave Se Ste 202,MERCER ISLAND,WA,98040,,,,,,,122,5/1/2020,,
"d $350,000-1 million",TISCARENO ASSOCIATES P.S.,1200 Sixth Avenue #605,SEATTLE,WA,98101,561312,Sole Proprietorship,,,,,23,4/13/2020,,
"d $350,000-1 million",TITAN ELECTRICAL LLC,615 Keys Road,YAKIMA,WA,98901,238210,Corporation,,,,,62,4/30/2020,,
"d $350,000-1 million","TITAN TRUCK EQUIPMENT COMPANY, INC.",605 N FANCHER RD,SPOKANE VALLEY,WA,99212,423860,Corporation,,,,,44,4/9/2020,,
"d $350,000-1 million",TITANIUM GMC CONSTRUCTION CO. INC.,5220 64th Ave NE,MARYSVILLE,WA,98270,236115,Subchapter S Corporation,,,,,0,4/29/2020,,
"d $350,000-1 million",TITUS-WILL HYUNDAI SALES INC,2425 CARRIAGE LOOP SW,OLYMPIA,WA,98502,441110,Corporation,,,,,48,5/3/2020,,
"d $350,000-1 million",TJ TIRE INC,5000 15TH AVE NW,SEATTLE,WA,98107,441320,Corporation,,,,,25,5/3/2020,,
"d $350,000-1 million",TKRMG LLC DBA LOULAY KITCHEN &AMP; BAR,600 UNION ST,SEATTLE,WA,98101,722511,Limited  Liability Company(LLC),,,,,57,5/3/2020,,
"d $350,000-1 million",TLC ORCHARDS LLC,561 RAGAN RD,WAPATO,WA,98951,111331,Limited  Liability Company(LLC),,,,,83,4/9/2020,,
"d $350,000-1 million",TLG AEROSPACE LLC,1700 WESTLAKE AVE N Suite 430,SEATTLE,WA,98109,541330,Limited  Liability Company(LLC),,,,,37,4/7/2020,,
"d $350,000-1 million","TMCL, INC.",3715 E VALLEY RD,RENTON,WA,98057,441228,Subchapter S Corporation,,,,,55,4/15/2020,,
"d $350,000-1 million",TOBIN & RIEDESEL LOGGING LLC,100 Brumfield Ave Ste 2,MONTESANO,WA,98563,113310,Limited  Liability Company(LLC),,,,,43,4/28/2020,,
"d $350,000-1 million",TOILLION PEDIATRIC DENTISTRY,418 E 30th Ave,SPOKANE,WA,99203,621210,Corporation,,,,,,4/28/2020,,
"d $350,000-1 million",TOKUSAKU INCORPORATED DBA TOKUSAKU CONSULTING,2101 4TH AVE STE 640,SEATTLE,WA,98121,541611,Limited  Liability Company(LLC),,,,,15,4/15/2020,,
"d $350,000-1 million","TOM BIHN, INC.",4750 A OHIO AVE S,SEATTLE,WA,98134,339999,Corporation,,,,,48,4/7/2020,,
"d $350,000-1 million","TOM LOVELACE COMPANY, LLC",8000 ne parkway dr suite 100,VANCOUVER,WA,98662,722513,Limited  Liability Company(LLC),,,,,220,4/10/2020,,
"d $350,000-1 million",TOM OBRIEN CONSTRUCTION COMPANY INC,501 N QUAY ST #C101,KENNEWICK,WA,99336,238190,Corporation,,,,,0,4/8/2020,,
"d $350,000-1 million","TOM OSAKA GARDEN SERVICE, INC",33637 Weyerhaeuser S,FEDERAL WAY,WA,98101,561730,Corporation,,,,,33,4/8/2020,,
"d $350,000-1 million","TOMBOY EXCHANGE, INC.",1910 1st Ave S,SEATTLE,WA,98134,448120,Corporation,,,,,29,4/14/2020,,
"d $350,000-1 million","TOMCATS, INC.",2020 Western Ave,SEATTLE,WA,98121,722513,Subchapter S Corporation,,,,,52,4/12/2020,,
"d $350,000-1 million","TOMMER CONSTRUCTION CO., INC.",5720 Hwy 28 West,EPHRATA,WA,98823,237310,Corporation,,,,,,4/7/2020,,
"d $350,000-1 million","TOMMY FONG, DDS, VIVIAN M. BENNETT, DDS, PC",735 N 185th St,SEATTLE,WA,98133,621210,Subchapter S Corporation,,,,,26,4/12/2020,,
"d $350,000-1 million",TONY LIND PAVING LLC,23048 172ND AVE SE,KENT,WA,98042,237310,Limited  Liability Company(LLC),,,,,24,5/3/2020,,
"d $350,000-1 million","TONY'S COFFEEES & TEAS, INC",2033 B Division Street,BELLINGHAM,WA,98226,311920,Corporation,,,,,51,4/6/2020,,
"d $350,000-1 million","TOOLCRAFT, INC.",17700 147th St. SE Ste E,MONROE,WA,98272,332710,Corporation,,,,,49,4/14/2020,,
"d $350,000-1 million","TORRE REFUSE & RECYCLING, LLC",920 N ARGONNE RD Ste 300,SPOKANE VALLEY,WA,99212,562111,Limited  Liability Company(LLC),,,,,,4/9/2020,,
"d $350,000-1 million","TOTAL BENEFITS SOLUTIONS, LLC",218 Main St #460,KIRKLAND,WA,98033,524210,Limited  Liability Company(LLC),,,,,21,4/14/2020,,
"d $350,000-1 million","TOTAL GROUNDS MANAGEMENT, INC.",8912 WALLER RD E,TACOMA,WA,98446,238910,Corporation,,,,,43,4/15/2020,,
"d $350,000-1 million",TOTAL LIVING CONCEPT,1132 W JAMES ST,KENT,WA,98032,813410,Non-Profit Organization,,,,,105,6/24/2020,,
"d $350,000-1 million",TOTALLY CHOCOLATE LLC,2025 Sweet Road,BLAINE,WA,98230,311352,Limited  Liability Company(LLC),,,,,0,5/28/2020,,
"d $350,000-1 million","TOTEM ELECTRIC OF TACOMA, INC.",2332 JEFFERSON AVE,TACOMA,WA,98402,238210,Subchapter S Corporation,,,,,41,4/11/2020,,
"d $350,000-1 million",TOWN &AMP; COUNTRY FENCE INC,6410 212TH ST SW,LYNNWOOD,WA,98036,238990,Corporation,,,,,,5/3/2020,,
"d $350,000-1 million",TOWN AUTO MALL INC,1001 N Miller St,WENATCHEE,WA,98801,441110,Corporation,,,,,43,4/7/2020,,
"d $350,000-1 million",TOWN HALL ASSOCIATION,720 Seneca St Suite A,SEATTLE,WA,98101,711310,Non-Profit Organization,,,,,41,4/12/2020,,
